holiday,temp,rain_1h,snow_1h,clouds_all,date_time_year,date_time_month,date_time_day,date_time_hour,date_time_dayofweek,date_time_quarter,date_time_month_sin,date_time_month_cos,date_time_dayofweek_sin,date_time_dayofweek_cos,date_time_hour_sin,date_time_hour_cos,weather_main_Clear,weather_main_Clouds,weather_main_Drizzle,weather_main_Fog,weather_main_Haze,weather_main_Mist,weather_main_Rain,weather_main_Smoke,weather_main_Snow,weather_main_Squall,weather_main_Thunderstorm,weather_description_SQUALLS,weather_description_Sky is Clear,weather_description_broken clouds,weather_description_drizzle,weather_description_few clouds,weather_description_fog,weather_description_freezing rain,weather_description_haze,weather_description_heavy intensity drizzle,weather_description_heavy intensity rain,weather_description_heavy snow,weather_description_light intensity drizzle,weather_description_light intensity shower rain,weather_description_light rain,weather_description_light shower snow,weather_description_light snow,weather_description_mist,weather_description_moderate rain,weather_description_overcast clouds,weather_description_proximity shower rain,weather_description_proximity thunderstorm,weather_description_proximity thunderstorm with drizzle,weather_description_proximity thunderstorm with rain,weather_description_scattered clouds,weather_description_shower drizzle,weather_description_sky is clear,weather_description_smoke,weather_description_snow,weather_description_thunderstorm,weather_description_thunderstorm with heavy rain,weather_description_thunderstorm with light drizzle,weather_description_thunderstorm with light rain,weather_description_thunderstorm with rain,weather_description_very heavy rain,date_time_is_weekend_True,traffic_volume
-0.036745455504153535,-0.48936136774724787,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2018,3,14,22,2,1,1.421008274758059,0.04648664531312935,1.3836731704659537,-0.32652309895474846,-0.7380983997124148,1.228327412140684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.725147896558133
-0.036745455504153535,-0.4455263823131421,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2013,11,7,14,3,4,-0.7194165264696057,1.2618234549849463,0.6150294224147428,-1.281758346474594,-0.7380983997124136,-1.235162441917183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2775440171745132
-0.036745455504153535,-0.253748321038931,-0.12957138778379396,-0.030712737714604796,-1.1216567806890074,2018,2,26,17,0,1,1.2298332424418927,0.7481616795332142,-0.0013750045379901782,1.3947513401221365,-1.3937089486286338,-0.3715349447354392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.322380403302856
-0.036745455504153535,1.2123753882124948,-0.12957138778379396,-0.030712737714604796,-1.2492965085356436,2016,10,2,14,6,4,-1.2417164278959933,0.7481616795332142,-1.1120974019812766,0.8646357714545051,-0.7380983997124136,-1.235162441917183,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3798199304714712
-0.036745455504153535,-0.3108903556226728,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2016,3,17,13,3,1,1.421008274758059,0.04648664531312935,0.6150294224147428,-1.281758346474594,-0.3987294072531432,-1.377250466229635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1136421167720154
-0.036745455504153535,-0.17547156133517106,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2017,10,29,16,6,4,-1.2417164278959933,0.7481616795332142,-1.1120974019812766,0.8646357714545051,-1.253137709303111,-0.7145657800813605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.614463684543132
-0.036745455504153535,1.3595356964555634,-0.12957138778379396,-0.030712737714604796,-0.22817868576255326,2015,7,5,23,6,3,-0.7194165264696047,-1.1688501643586886,-1.1120974019812766,0.8646357714545051,-0.3987294072531443,1.3704154364531362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9742389306044821
-0.036745455504153535,-1.6361158974073298,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2017,12,28,20,3,4,-0.005941592727050736,1.449836713753299,0.6150294224147428,-1.281758346474594,-1.253137709303111,0.7077307503048617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4815368652608037
-0.036745455504153535,-1.674471509662173,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2013,3,22,2,4,1,1.421008274758059,0.04648664531312935,-0.6177794314907229,-1.281758346474594,0.6690151619845668,1.2283274121406844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.4405373463392475
-0.036745455504153535,0.37090022139707507,0.11969186549932699,-0.030712737714604796,-0.43240225031717133,2014,5,12,13,0,2,0.7075333410155042,-1.1688501643586884,-0.0013750045379901782,1.3947513401221365,-0.3987294072531432,-1.377250466229635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8152310579844894
-0.036745455504153535,0.9125753985470954,-0.12957138778379396,-0.030712737714604796,0.6652994091639008,2016,5,31,3,1,2,0.7075333410155042,-1.1688501643586884,1.109347392905296,0.8646357714545054,0.9604379225115671,1.0022980066059464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3608282154444158
-0.036745455504153535,0.09301772444872622,-0.12957138778379396,-0.030712737714604796,1.277970102827755,2012,10,18,3,3,4,-1.2417164278959933,0.7481616795332142,0.6150294224147428,-1.281758346474594,0.9604379225115671,1.0022980066059464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4290791587731153
-0.036745455504153535,-0.6647013094836709,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2013,2,11,21,0,1,1.2298332424418927,0.7481616795332142,-0.0013750045379901782,1.3947513401221365,-1.0295211602394145,1.0022980066059461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6006023795349585
-0.036745455504153535,0.7070989043247254,-0.12957138778379396,-0.030712737714604796,-1.2492965085356436,2015,6,24,7,2,2,-0.0059415927270502124,-1.3568634231270404,1.3836731704659537,-0.32652309895474846,1.3246257109007866,-0.3715349447354392,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0638239099627456
-0.036745455504153535,1.321962851797757,0.11969186549932699,-0.030712737714604796,-0.22817868576255326,2016,6,30,17,3,2,-0.0059415927270502124,-1.3568634231270404,0.6150294224147428,-1.281758346474594,-1.3937089486286338,-0.3715349447354392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096205744388771
-0.036745455504153535,-0.04005276704766486,-0.12957138778379396,-0.030712737714604796,-0.7387375971490985,2017,9,7,5,3,3,-1.4328914602121599,0.04648664531312901,0.6150294224147428,-1.281758346474594,1.3246257109007866,0.364699914958941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07452211562906941
-0.036745455504153535,1.357187393664448,-0.12957138778379396,-0.030712737714604796,-1.2492965085356436,2013,8,18,13,6,3,-1.2417164278959933,-0.6551883889069562,-1.1120974019812766,0.8646357714545051,-0.3987294072531432,-1.377250466229635,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.624427325904986
-0.036745455504153535,0.7779393718566261,-0.12957138778379396,-0.030712737714604796,-0.7387375971490985,2014,7,8,3,1,3,-0.7194165264696047,-1.1688501643586886,1.109347392905296,0.8646357714545054,0.9604379225115671,1.0022980066059464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.438046435998784
-0.036745455504153535,0.745845900378087,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2017,8,13,10,6,3,-1.2417164278959933,-0.6551883889069562,-1.1120974019812766,0.8646357714545051,0.6690151619845668,-1.2351624419171827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011165200082874664
-0.036745455504153535,0.8538678287692754,0.6281889021968937,-0.030712737714604796,0.6652994091639008,2018,8,24,20,4,3,-1.2417164278959933,-0.6551883889069562,-0.6177794314907229,-1.281758346474594,-1.253137709303111,0.7077307503048617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09444939835277733
-0.036745455504153535,-0.7468919071726198,-0.12957138778379396,-0.030712737714604796,0.6652994091639008,2012,11,26,15,0,4,-0.7194165264696057,1.2618234549849463,-0.0013750045379901782,1.3947513401221365,-1.0295211602394136,-1.0091330363824453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087736649231195
-0.036745455504153535,0.30123390526072974,-0.12957138778379396,-0.030712737714604796,-1.2492965085356436,2013,8,15,4,3,3,-1.2417164278959933,-0.6551883889069562,0.6150294224147428,-1.281758346474594,1.184054471575264,0.7077307503048617,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1949335867695474
-0.036745455504153535,1.239772254108808,-0.12957138778379396,-0.030712737714604796,0.6652994091639008,2014,7,13,15,6,3,-0.7194165264696047,-1.1688501643586886,-1.1120974019812766,0.8646357714545051,-1.0295211602394136,-1.0091330363824453,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40074357733136456
-0.036745455504153535,-2.2936406789189165,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2017,1,5,6,3,1,0.7075333410155042,1.261823454984947,0.6150294224147428,-1.281758346474594,1.3725719428330574,-0.003417514888249071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9846129611360067
-0.036745455504153535,0.047617203820546676,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2013,5,23,2,3,2,0.7075333410155042,-1.1688501643586884,0.6150294224147428,-1.281758346474594,0.6690151619845668,1.2283274121406844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.487366460739961
-0.036745455504153535,-0.7547195831429931,-0.12957138778379396,-0.030712737714604796,0.38449200790130095,2014,1,10,19,4,1,0.7075333410155042,1.261823454984947,-0.6177794314907229,-1.281758346474594,-1.393708948628634,0.3646999149589404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044543398645085434
-0.036745455504153535,0.4742255442060377,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2013,5,18,16,5,2,0.7075333410155042,-1.1688501643586884,-1.3864231795419342,-0.32652309895474874,-1.253137709303111,-0.7145657800813605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8316710662315484
-0.036745455504153535,-0.03457339386840219,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2016,9,14,8,2,3,-1.4328914602121599,0.04648664531312901,1.3836731704659537,-0.32652309895474846,1.1840544715752641,-0.7145657800813595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3149076722814654
-0.036745455504153535,1.0221628621323575,0.11969186549932699,-0.030712737714604796,-1.2237685629663164,2016,7,21,6,3,3,-0.7194165264696047,-1.1688501643586886,0.6150294224147428,-1.281758346474594,1.3725719428330574,-0.003417514888249071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9716602273655965
-0.036745455504153535,1.3321388305592454,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2013,5,17,20,4,2,0.7075333410155042,-1.1688501643586884,-0.6177794314907229,-1.281758346474594,-1.253137709303111,0.7077307503048617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.16818034443049665
-0.036745455504153535,-1.4905211243583396,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2017,2,2,19,3,1,1.2298332424418927,0.7481616795332142,0.6150294224147428,-1.281758346474594,-1.393708948628634,0.3646999149589404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049027037257919716
-0.036745455504153535,0.28714408851405243,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2013,4,29,8,0,2,1.229833242441893,-0.6551883889069553,-0.0013750045379901782,1.3947513401221365,1.1840544715752641,-0.7145657800813595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5550314291021459
-0.036745455504153535,-0.044749372629890635,-0.12957138778379396,-0.030712737714604796,1.2013862661197732,2012,10,20,3,5,4,-1.2417164278959933,0.7481616795332142,-1.3864231795419342,-0.32652309895474874,0.9604379225115671,1.0022980066059464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.411642786389871
-0.036745455504153535,0.5971200569409404,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2018,5,9,16,2,2,0.7075333410155042,-1.1688501643586884,1.3836731704659537,-0.32652309895474846,-1.253137709303111,-0.7145657800813605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782700634220509
-0.036745455504153535,-0.934756130461642,-0.12957138778379396,-0.030712737714604796,0.6652994091639008,2014,3,15,21,5,1,1.421008274758059,0.04648664531312935,-1.3864231795419342,-0.32652309895474874,-1.0295211602394145,1.0022980066059461,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.006769354368462466
-0.036745455504153535,-1.6079362639139796,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2016,12,17,4,5,4,-0.005941592727050736,1.449836713753299,-1.3864231795419342,-0.32652309895474874,1.184054471575264,0.7077307503048617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4609628111310482
-0.036745455504153535,1.385367027157803,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2017,6,7,21,2,2,-0.0059415927270502124,-1.3568634231270404,1.3836731704659537,-0.32652309895474846,-1.0295211602394145,1.0022980066059461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.21999127951213723
-0.036745455504153535,-0.9582391583727708,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2017,2,24,19,4,1,1.2298332424418927,0.7481616795332142,-0.6177794314907229,-1.281758346474594,-1.393708948628634,0.3646999149589404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09037614890961365
-0.036745455504153535,1.1740197759576518,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2016,5,23,18,0,2,0.7075333410155042,-1.1688501643586884,-0.0013750045379901782,1.3947513401221365,-1.4416551805609044,-0.0034175148882494193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7783655849456297
-0.036745455504153535,1.4551116200538545,-0.12957138778379396,-0.030712737714604796,-1.2492965085356436,2016,8,9,23,1,3,-1.2417164278959933,-0.6551883889069562,1.109347392905296,0.8646357714545054,-0.3987294072531443,1.3704154364531362,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31464587244974984
-0.036745455504153535,-1.9954062244475907,-0.12957138778379396,-0.030712737714604796,0.38449200790130095,2013,12,11,15,2,4,-0.005941592727050736,1.449836713753299,1.3836731704659537,-0.32652309895474846,-1.0295211602394136,-1.0091330363824453,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1799003318283443
-0.036745455504153535,-0.25766215902411993,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2017,3,24,20,4,1,1.421008274758059,0.04648664531312935,-0.6177794314907229,-1.281758346474594,-1.253137709303111,0.7077307503048617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04413300947541482
-0.036745455504153535,0.9986798342212287,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2018,7,25,10,2,3,-0.7194165264696047,-1.1688501643586886,1.3836731704659537,-0.32652309895474846,0.6690151619845668,-1.2351624419171827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6373800596753961
-0.036745455504153535,-0.7907268926067256,-0.12957138778379396,-0.030712737714604796,-1.2237685629663164,2017,12,3,1,6,4,-0.005941592727050736,1.449836713753299,-1.1120974019812766,0.8646357714545051,0.32964616952529596,1.3704154364531367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.2756390818005645
-0.036745455504153535,0.4546563542800977,-0.12957138778379396,-0.030712737714604796,0.6652994091639008,2018,5,22,5,1,2,0.7075333410155042,-1.1688501643586884,1.109347392905296,0.8646357714545054,1.3246257109007866,0.364699914958941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11935850175741222
-0.036745455504153535,-0.24826894785966838,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2016,3,16,7,2,1,1.421008274758059,0.04648664531312935,1.3836731704659537,-0.32652309895474846,1.3246257109007866,-0.3715349447354392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7169406012322728
-0.036745455504153535,0.4922291989379039,-0.12957138778379396,-0.030712737714604796,1.0482185927038097,2017,9,26,4,1,3,-1.4328914602121599,0.04648664531312901,1.109347392905296,0.8646357714545054,1.184054471575264,0.7077307503048617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1814826709310444
